,date,year,moex_index,rts_index,ofz_10y_yield_pct,ruonia_pct,usd_rub,moex_trading_halted,brent_usd_bbl,urals_usd_bbl,espo_usd_bbl,urals_brent_spread_usd,espo_brent_spread_usd,ttf_gas_eur_mwh,wheat_usd_t,urea_usd_t,aluminium_usd_t,t_idx,moex_ret,rts_ret,rub_ret,brent_ret,urals_disc_chg,espo_disc_chg,ofz_chg
1683,2020-06-15,2020,2469.0,952.3,5.8,4.75,79.08,0,27.5,23.62,26.09,3.87,1.41,18.28,233.52,254.23,1759.2,1683,0.005279200078146751,0.005264278318511728,0.024449217832904324,0.03327478888487212,1.73,-1.2900000000000003,-0.75
1684,2020-06-16,2020,2473.0,953.9,6.53,4.85,77.79,0,26.4,24.59,23.52,1.82,2.88,18.15,229.55,234.35,1703.13,1684,0.0016187781762360132,0.0016787329511620541,-0.016447110083733563,-0.040821994520255256,-2.05,1.47,0.7300000000000004
1685,2020-06-17,2020,2489.0,960.04,5.18,4.67,77.42,0,26.92,24.8,26.2,2.12,0.72,15.42,225.78,251.77,1698.87,1685,0.006449034846176538,0.0064161061093548355,-0.004767743069180597,0.01950549462425677,0.30000000000000004,-2.16,-1.3500000000000005
1686,2020-06-18,2020,2458.0,948.0,6.23,4.68,77.84,0,27.5,26.09,26.77,1.41,0.73,16.98,220.74,225.36,1751.26,1686,-0.012533012241612518,-0.012620448005495888,0.0054102927282473345,0.021316499895998486,-0.7100000000000002,0.010000000000000009,1.0500000000000007
1687,2020-06-19,2020,2467.0,951.67,5.83,4.78,78.11,0,27.5,25.35,25.87,2.15,1.63,15.25,229.1,239.31,1713.0,1687,0.0036548264033768874,0.0038638337878156293,0.0034626517444564797,0.0,0.74,0.8999999999999999,-0.40000000000000036
1688,2020-06-22,2020,2543.0,980.85,5.48,4.68,77.38,0,27.84,25.17,25.46,2.67,2.37,22.54,234.72,230.2,1754.36,1688,0.030341648892762585,0.03020120663255721,-0.00938974034983886,0.01228783079369311,0.52,0.7400000000000002,-0.34999999999999964
1689,2020-06-23,2020,2515.0,970.05,3.68,4.63,79.23,0,27.47,25.2,24.61,2.27,2.86,21.83,238.09,250.31,1738.2,1689,-0.011071682888279533,-0.011071926114682995,0.02362666570478389,-0.01337933535903657,-0.3999999999999999,0.48999999999999977,-1.8000000000000003
1690,2020-06-24,2020,2544.0,981.18,4.12,4.66,76.84,0,27.8,26.03,26.25,1.77,1.55,20.61,230.99,254.9,1760.66,1690,0.011464841926173364,0.01140831241164264,-0.03062967707679487,0.011941520589409116,-0.5,-1.3099999999999998,0.43999999999999995
1691,2020-06-25,2020,2569.0,991.08,4.08,4.76,76.88,0,28.1,26.01,25.26,2.09,2.84,21.98,215.34,248.53,1725.78,1691,0.009779072649870102,0.01003932863827206,0.0005204267616809588,0.010733555643108517,0.31999999999999984,1.2899999999999998,-0.040000000000000036
1692,2020-06-26,2020,2564.0,989.05,5.89,4.74,76.79,0,28.62,25.56,28.46,3.07,0.16,22.49,230.62,248.99,1747.8,1692,-0.001948179069322542,-0.002050371148540897,-0.001171341319584407,0.018336197788604736,0.98,-2.6799999999999997,1.8099999999999996
1693,2020-06-29,2020,2516.0,970.3,6.25,4.63,77.78,0,28.32,25.05,27.12,3.27,1.21,21.49,228.36,235.77,1762.9,1693,-0.01889820022022981,-0.019139584430831746,0.012809905385148923,-0.010537505302785632,0.20000000000000018,1.05,0.3600000000000003
1694,2020-06-30,2020,2560.0,987.44,5.54,4.56,78.07,0,28.99,26.6,28.09,2.39,0.9,15.46,219.21,239.86,1787.94,1694,0.017336919653277327,0.0175104334044196,0.0037215314045981884,0.023382674108045176,-0.8799999999999999,-0.30999999999999994,-0.71
1695,2020-07-01,2020,2602.0,1003.72,4.1,4.61,77.57,0,29.19,26.32,27.36,2.87,1.82,18.77,219.59,247.05,1757.43,1695,0.01627312159884209,0.01635264145834725,-0.0064251056294191145,0.006875241932459364,0.48,0.92,-1.4400000000000004
1696,2020-07-02,2020,2590.0,999.57,6.07,4.49,78.04,0,29.17,26.35,27.16,2.82,2.02,22.05,219.1,246.31,1812.24,1696,-0.004622504378867021,-0.004143190388393947,0.006040761252130267,-0.0006854009863936916,-0.050000000000000266,0.19999999999999996,1.9700000000000006
1697,2020-07-03,2020,2584.0,997.59,3.9,4.64,78.0,0,28.6,25.7,25.61,2.9,2.99,17.04,226.96,246.35,1797.24,1697,-0.0023192897910906396,-0.0019828162477795175,-0.0005126890653190941,-0.019734066053822996,0.08000000000000007,0.9700000000000002,-2.1700000000000004
1698,2020-07-06,2020,2541.0,982.09,6.23,4.6,77.4,0,30.01,25.88,28.2,4.13,1.81,26.58,228.91,232.89,1707.46,1698,-0.01678088158232871,-0.015659416408456472,-0.007722046093910251,0.048123941626468714,1.23,-1.1800000000000002,2.3300000000000005
1699,2020-07-07,2020,2577.0,996.29,4.89,4.66,77.85,0,29.16,26.55,28.89,2.61,0.26,20.82,229.73,239.0,1722.43,1699,0.014068227332201033,0.014355426013639594,0.00579711768432567,-0.028732752311818377,-1.52,-1.55,-1.3400000000000007
1700,2020-07-08,2020,2602.0,1006.6,5.3,4.44,77.43,0,30.1,26.85,28.57,3.25,1.53,18.3,234.22,232.08,1789.66,1700,0.009654448420085338,0.010295214479230097,-0.005409595881374685,0.0317272646143727,0.6400000000000001,1.27,0.41000000000000014
1701,2020-07-09,2020,2560.0,990.74,4.05,4.42,77.27,0,30.01,26.6,28.46,3.42,1.56,16.03,222.89,253.06,1751.01,1701,-0.01627312159884209,-0.015881455686267643,-0.002068520453139655,-0.0029945123025543197,0.16999999999999993,0.030000000000000027,-1.25
1702,2020-07-10,2020,2634.0,1019.58,4.31,4.52,77.18,0,29.8,26.68,27.39,3.12,2.41,17.62,244.08,224.96,1708.91,1702,0.028496344829617826,0.0286939181180772,-0.0011654258360200842,-0.0070222659409169275,-0.2999999999999998,0.8500000000000001,0.2599999999999998
1703,2020-07-13,2020,2618.0,1014.74,4.9,4.43,77.54,0,30.75,27.31,28.96,3.44,1.8,21.02,228.45,218.19,1700.68,1703,-0.006092935833381219,-0.004758355747620513,0.004653576133310189,0.031381600741168025,0.31999999999999984,-0.6100000000000001,0.5900000000000007
1704,2020-07-14,2020,2564.0,994.36,4.95,4.52,78.12,0,30.97,28.06,30.79,2.91,0.18,21.96,225.66,253.06,1822.47,1704,-0.020842128429284124,-0.020288386900469746,0.007452173765694958,0.007128999732584518,-0.5299999999999998,-1.62,0.04999999999999982
1705,2020-07-15,2020,2612.0,1013.43,3.62,4.54,76.59,0,31.3,27.48,30.21,3.82,1.09,15.04,241.06,242.2,1750.73,1705,0.018547672355761158,0.018996581793231826,-0.019779586086976053,0.010599103560996248,0.9099999999999997,0.9100000000000001,-1.33
1706,2020-07-16,2020,2625.0,1018.93,5.1,4.56,77.0,0,30.83,27.93,27.85,2.9,2.97,14.83,239.65,224.75,1823.14,1706,0.0049646846294022495,0.005412440145095232,0.005338901932182338,-0.015129855648048363,-0.9199999999999999,1.8800000000000001,1.4799999999999995
1707,2020-07-17,2020,2635.0,1022.94,3.69,4.41,77.36,0,30.05,27.57,27.64,2.48,2.4,20.16,232.96,240.64,1740.57,1707,0.0038022859497388595,0.003927777140888544,0.004664429291354466,-0.025625580916842416,-0.41999999999999993,-0.5700000000000003,-1.4099999999999997
1708,2020-07-20,2020,2697.0,1048.53,6.18,4.45,78.26,0,31.01,28.24,29.38,2.77,1.63,19.64,227.44,234.86,1829.49,1708,0.023256862164267034,0.024708349030746035,0.011566765637227583,0.03144707213114106,0.29000000000000004,-0.77,2.4899999999999998
1709,2020-07-21,2020,2674.0,1040.12,4.65,4.33,77.4,0,30.67,28.57,29.83,2.09,0.83,16.61,232.2,231.84,1761.39,1709,-0.008564565477841235,-0.008053092141430795,-0.011049836186584727,-0.011024754986197483,-0.6800000000000002,-0.7999999999999999,-1.5299999999999994
1710,2020-07-22,2020,2617.0,1018.2,4.66,4.38,76.6,0,32.38,28.61,31.73,3.78,0.65,20.41,227.58,241.46,1763.72,1710,-0.021546855131743037,-0.02129972862627394,-0.01038970384913629,0.05425597012332872,1.69,-0.17999999999999994,0.009999999999999787
1711,2020-07-23,2020,2617.0,1018.75,5.07,4.35,76.5,0,32.52,28.65,29.65,3.87,2.87,17.91,231.61,237.65,1777.45,1711,0.0,0.0005400230868364275,-0.0013063359140552677,0.004314336430121024,0.0900000000000003,2.22,0.41000000000000014
1712,2020-07-24,2020,2660.0,1035.91,5.7,4.33,77.65,0,31.71,27.74,31.6,3.97,0.11,21.7,225.01,242.18,1760.87,1712,0.01629749924559931,0.0167038819038412,0.014920808762206583,-0.025223196129354086,0.10000000000000009,-2.7600000000000002,0.6299999999999999
1713,2020-07-27,2020,2686.0,1047.14,3.38,4.46,76.75,0,32.23,29.24,29.97,2.99,2.26,24.94,238.58,232.85,1742.48,1713,0.009726975307438046,0.01078237084978717,-0.011658163127389543,0.016265607277090588,-0.98,2.15,-2.3200000000000003
1714,2020-07-28,2020,2718.0,1060.22,5.6,4.19,76.16,0,32.12,29.02,31.08,3.1,1.04,15.33,228.93,239.91,1768.4,1714,0.011843217627905744,0.012413795432289376,-0.007716995984196728,-0.0034188067487854745,0.10999999999999988,-1.2199999999999998,2.2199999999999998
1715,2020-07-29,2020,2747.0,1071.8,6.01,4.29,77.5,0,33.14,29.22,31.29,3.92,1.85,24.34,222.13,246.32,1801.4,1715,0.01061309138418487,0.010863044319759929,0.017441545876191178,0.03126212291985597,0.8199999999999998,0.81,0.41000000000000014
1716,2020-07-30,2020,2753.0,1074.66,4.54,4.28,77.03,0,31.44,29.8,29.4,1.64,2.04,22.15,225.96,236.87,1736.83,1716,0.0021818190473332777,0.002664854404471839,-0.006082979994427085,-0.05266004443741101,-2.2800000000000002,0.18999999999999995,-1.4699999999999998
1717,2020-07-31,2020,2684.0,1048.44,3.37,4.32,76.08,0,32.46,29.52,30.38,2.94,2.08,23.11,238.48,238.16,1733.1,1717,-0.025383007051034134,-0.024700987367218374,-0.012409538127739594,0.03192759452543914,1.3,0.040000000000000036,-1.17
1718,2020-08-03,2020,2752.0,1077.32,3.99,4.17,75.83,0,32.94,30.15,32.43,2.79,0.51,16.02,227.93,219.65,1802.04,1718,0.025019700961661506,0.027173130560662173,-0.0032914255242904034,0.014679162663048917,-0.1499999999999999,-1.57,0.6200000000000001
1719,2020-08-04,2020,2745.0,1075.38,6.27,4.24,75.26,0,32.99,30.5,32.9,2.49,0.08,23.01,232.69,230.95,1699.5,1719,-0.002546845109603346,-0.0018023881871052083,-0.007545207547552835,0.0015167604909960275,-0.2999999999999998,-0.43,2.2799999999999994
1720,2020-08-05,2020,2705.0,1060.54,3.75,4.22,76.13,0,33.11,29.86,32.85,3.24,0.26,16.14,228.13,241.28,1747.03,1720,-0.014679162663049361,-0.0138958751206113,0.011493620152829287,0.003630866318664605,0.75,0.18,-2.5199999999999996
1721,2020-08-06,2020,2688.0,1054.95,3.32,4.08,76.63,0,33.38,30.37,31.52,3.01,1.86,15.92,233.9,236.55,1804.94,1721,-0.006304489637541266,-0.005284839928812346,0.006546239664191766,0.008121566674534453,-0.23000000000000043,1.6,-0.43000000000000016
1722,2020-08-07,2020,2764.0,1085.62,6.21,4.36,76.97,0,33.3,31.18,31.49,2.12,1.81,23.6,230.12,252.03,1761.96,1722,0.027881483244519778,0.02865787992071489,0.004427090563913438,-0.0023995212472911476,-0.8899999999999997,-0.050000000000000044,2.89
1723,2020-08-10,2020,2738.0,1078.15,5.89,4.15,76.44,0,33.85,29.96,32.03,3.89,1.81,16.64,227.59,217.62,1703.16,1723,-0.009451179039166036,-0.006904642986176768,-0.006909616174153754,0.016381602371886128,1.77,0.0,-0.3200000000000003
1724,2020-08-11,2020,2768.0,1091.11,4.48,4.14,75.32,0,34.97,30.61,32.39,4.36,2.58,21.72,236.04,231.61,1761.88,1724,0.010897310889165901,0.011948917325159236,-0.01476041558312069,0.032551551717000304,0.4700000000000002,0.77,-1.4099999999999993
1725,2020-08-12,2020,2783.0,1097.92,3.42,4.35,75.87,0,33.16,32.4,31.91,0.76,1.25,20.15,226.21,232.81,1715.85,1725,0.00540444478833102,0.006221953988250206,0.007275645561032107,-0.053146220808190314,-3.6000000000000005,-1.33,-1.0600000000000005
1726,2020-08-13,2020,2823.0,1114.58,4.74,4.24,76.85,0,34.68,30.71,34.31,3.97,0.36,20.69,228.27,238.72,1801.94,1726,0.014270666727598247,0.015060171647444776,0.012834120634621193,0.044818821645246754,3.21,-0.89,1.3200000000000003
1727,2020-08-14,2020,2868.0,1133.62,5.2,4.25,75.6,0,33.5,31.47,31.91,2.04,1.6,21.6,228.34,248.0,1783.03,1727,0.01581477346602167,0.016938399810857874,-0.016399186799117338,-0.03461771308132011,-1.9300000000000002,1.2400000000000002,0.45999999999999996
1728,2020-08-17,2020,2853.0,1130.6,4.24,4.25,76.17,0,34.06,31.14,33.87,2.92,0.19,21.73,225.54,250.04,1755.06,1728,-0.005243850506010617,-0.0026675868871972597,0.007511401199209011,0.01657823640352163,0.8799999999999999,-1.4100000000000001,-0.96
1729,2020-08-18,2020,2844.0,1127.82,3.86,4.36,76.03,0,34.14,31.57,33.27,2.57,0.87,15.8,238.86,245.16,1811.19,1729,-0.0031595602903689013,-0.002461899384631039,-0.0018396851443513995,0.0023460421317520463,-0.3500000000000001,0.6799999999999999,-0.38000000000000034
1730,2020-08-19,2020,2801.0,1111.91,6.05,4.23,76.03,0,34.31,31.99,33.95,2.31,0.36,20.31,234.4,259.54,1726.55,1730,-0.015235015663022544,-0.014207308573263688,0.0,0.004967139504064022,-0.2599999999999998,-0.51,2.19
1731,2020-08-20,2020,2897.0,1150.9,5.79,4.33,75.77,0,34.31,31.57,32.55,2.73,1.76,21.08,223.03,241.64,1688.89,1731,0.03369922250924162,0.03446498769115003,-0.0034255632970632277,0.0,0.41999999999999993,1.4,-0.2599999999999998
1732,2020-08-21,2020,2891.0,1149.72,4.62,4.19,75.9,0,34.79,31.35,32.65,3.44,2.14,23.23,226.07,241.65,1785.35,1732,-0.0020732557530047657,-0.0010258105236626847,0.0017142484583025919,0.013893132293492094,0.71,0.3800000000000001,-1.17
1733,2020-08-24,2020,2899.0,1155.94,5.94,4.31,74.35,0,34.29,31.52,34.28,2.77,0.01,25.6,222.73,236.97,1802.2,1733,0.0027633869053094173,0.005395431320340371,-0.02063301149542074,-0.0144762226890216,-0.6699999999999999,-2.1300000000000003,1.3200000000000003
1734,2020-08-25,2020,2969.0,1184.83,5.23,4.36,76.09,0,35.84,31.62,33.37,4.23,2.48,14.87,224.82,242.36,1819.12,1734,0.02385934584210503,0.024685438591138364,0.023133177282267603,0.04421082163190082,1.4600000000000004,2.47,-0.71
1735,2020-08-26,2020,2895.0,1156.5,6.01,4.4,74.02,0,34.2,33.17,33.92,1.03,0.28,24.26,232.26,237.16,1781.7,1735,-0.02524008475666495,-0.0242011016907675,-0.02758152323042129,-0.046838944038170016,-3.2,-2.2,0.7799999999999994
1736,2020-08-27,2020,2922.0,1168.29,3.56,4.16,75.22,0,34.87,32.69,33.32,2.18,1.55,19.92,223.11,226.85,1747.53,1736,0.009283202303549842,0.010142938569628335,0.016081826084180406,0.01940121661899985,1.1500000000000001,1.27,-2.4499999999999997
1737,2020-08-28,2020,2947.0,1179.26,4.63,4.26,74.94,0,34.25,32.08,31.85,2.17,2.4,17.66,221.29,242.4,1825.38,1737,0.008519390427049522,0.009345981853374319,-0.0037293596766492243,-0.017940295979325338,-0.010000000000000231,0.8499999999999999,1.0699999999999998
1738,2020-08-31,2020,2964.0,1189.13,5.38,4.42,74.39,0,35.23,32.75,32.38,2.48,2.84,22.33,226.02,244.42,1691.47,1738,0.005752003678282769,0.008334824195701529,-0.007366269162290884,0.02821142764491169,0.31000000000000005,0.43999999999999995,0.75
1739,2020-09-01,2020,3013.0,1209.98,4.46,4.36,74.12,0,35.04,33.73,34.1,1.31,0.94,15.66,221.81,233.56,1742.5,1739,0.016396552714323498,0.017381883238364537,-0.003636122786090823,-0.005407726284955228,-1.17,-1.9,-0.9199999999999999
1740,2020-09-02,2020,3012.0,1209.0,4.27,4.28,75.08,0,34.74,32.89,31.84,1.85,2.9,24.22,223.08,224.77,1697.08,1740,-0.0003319502105174621,-0.0008102589137699567,0.012868810301148947,-0.00859850525523198,0.54,1.96,-0.1900000000000004
1741,2020-09-03,2020,3036.0,1217.84,5.21,4.29,75.27,0,34.55,33.24,33.32,1.3,1.22,24.86,240.36,259.55,1784.03,1741,0.007936549595736864,0.007285226136206191,0.0025274373281325424,-0.005484210599279837,-0.55,-1.68,0.9400000000000004
1742,2020-09-04,2020,3019.0,1210.13,4.99,4.32,74.78,0,35.36,33.81,34.67,1.55,0.7,26.0,226.27,234.92,1734.54,1742,-0.00561520880868116,-0.006351005914733143,-0.006531179497473616,0.023173687555763767,0.25,-0.52,-0.21999999999999975
1743,2020-09-07,2020,3004.0,1202.05,4.42,4.27,74.8,0,35.71,33.18,33.79,2.53,1.93,23.02,232.64,236.91,1780.61,1743,-0.004980916822812986,-0.006699359268488081,0.0002674154314643573,0.009849523836914287,0.9799999999999998,1.23,-0.5700000000000003
1744,2020-09-08,2020,2999.0,1199.1,4.59,4.34,75.8,0,36.14,34.63,33.34,1.51,2.79,16.45,249.23,251.98,1746.12,1744,-0.0016658341350161976,-0.002457157182390368,0.013280407667894067,0.011969523557725292,-1.0199999999999998,0.8600000000000001,0.16999999999999993
1745,2020-09-09,2020,3030.0,1210.88,5.45,4.34,74.82,0,35.12,34.02,32.79,1.09,2.33,22.64,238.37,227.02,1680.01,1745,0.010283719754404785,0.009776092598016817,-0.013013063728325669,-0.028629516397166377,-0.41999999999999993,-0.45999999999999996,0.8600000000000003
1746,2020-09-10,2020,3009.0,1201.81,4.96,4.21,75.09,0,35.56,33.83,33.03,1.73,2.52,23.75,230.07,234.12,1726.57,1746,-0.00695482187336971,-0.007518614266139423,0.0036021651917925723,0.012450641878788193,0.6399999999999999,0.18999999999999995,-0.4900000000000002
1747,2020-09-11,2020,3020.0,1205.53,5.04,4.26,75.04,0,35.65,35.15,32.83,0.51,2.83,21.53,228.74,244.66,1767.16,1747,0.0036490337388705996,0.0030905505337557315,-0.0006660894138237339,0.0025277362146010063,-1.22,0.31000000000000005,0.08000000000000007
1748,2020-09-14,2020,3045.0,1213.08,3.95,4.27,76.81,0,36.46,33.83,36.0,2.63,0.46,23.96,223.61,227.84,1785.63,1748,0.008244069775081186,0.006243275702946249,0.023313535312621703,0.02246662239021191,2.12,-2.37,-1.0899999999999999
1749,2020-09-15,2020,3034.0,1207.97,3.47,4.28,74.84,0,35.37,34.07,32.9,1.29,2.47,21.75,223.78,238.91,1804.0,1749,-0.003619020235518633,-0.004221315204672393,-0.02598233860470156,-0.030351766033127614,-1.3399999999999999,2.0100000000000002,-0.48
1750,2020-09-16,2020,3043.0,1210.72,5.82,4.33,75.9,0,34.94,34.35,34.0,0.59,0.94,14.73,234.48,250.68,1762.24,1750,0.002961989988492064,0.002273959196917197,0.01406418299569534,-0.012231698511478761,-0.7000000000000001,-1.5300000000000002,2.35
1751,2020-09-17,2020,3005.0,1195.13,5.63,4.32,74.42,0,36.13,35.67,35.38,0.46,0.75,21.13,220.87,238.58,1760.19,1751,-0.012566302927663031,-0.012960257886556192,-0.019691961483108145,0.03349124045363849,-0.12999999999999995,-0.18999999999999995,-0.1900000000000004
1752,2020-09-18,2020,3086.0,1226.51,5.2,4.25,74.91,0,35.09,35.7,33.38,-0.62,1.71,16.36,222.4,245.9,1742.67,1752,0.026598185953799813,0.025917771887346674,0.006562670041315499,-0.02920735556442544,-1.08,0.96,-0.4299999999999997
1753,2020-09-21,2020,3004.0,1191.71,4.8,4.42,75.44,0,36.39,35.86,35.54,0.52,0.84,16.23,243.3,224.91,1807.11,1753,-0.026931020039080877,-0.028783487511780947,0.007050245365410213,0.036377822028944795,1.1400000000000001,-0.87,-0.40000000000000036
1754,2020-09-22,2020,3063.0,1214.3,3.89,4.31,75.59,0,36.88,36.82,35.2,0.06,1.68,17.13,225.18,236.3,1725.23,1754,0.019450093948748304,0.018778528624552315,0.0019863609788837167,0.013375387064324507,-0.46,0.84,-0.9099999999999997
1755,2020-09-23,2020,3032.0,1201.18,4.79,4.43,75.55,0,35.49,37.21,33.88,-1.72,1.61,20.07,230.21,229.16,1699.11,1755,-0.01017236007051281,-0.010863372105861302,-0.0005293105853372282,-0.03841843202998785,-1.78,-0.06999999999999984,0.8999999999999999
1756,2020-09-24,2020,3092.0,1224.27,4.75,4.43,75.71,0,35.97,37.35,33.85,-1.38,2.12,15.77,227.7,247.72,1725.53,1756,0.019595662945050663,0.019040341027646512,0.0021155633964662357,0.01343429104912719,0.3400000000000001,0.51,-0.040000000000000036
1757,2020-09-25,2020,3087.0,1221.64,4.45,4.23,75.4,0,36.51,37.63,35.89,-1.12,0.63,24.14,220.1,235.54,1807.87,1757,-0.0016183852051536718,-0.0021505296708363986,-0.0041029771013043614,0.014900937960013128,0.2599999999999998,-1.4900000000000002,-0.2999999999999998
1758,2020-09-28,2020,3062.0,1209.55,3.92,4.28,76.74,0,35.58,38.2,33.34,-2.62,2.25,19.14,245.06,233.54,1743.71,1758,-0.008131448284530052,-0.009945828718644911,0.017615809804896188,-0.02580251342985651,-1.5,1.62,-0.5300000000000002
1759,2020-09-29,2020,3123.0,1232.64,3.7,4.28,75.39,0,35.68,37.0,34.95,-1.32,0.73,21.14,221.1,246.37,1708.01,1759,0.019725781065449866,0.018909821137574667,-0.01774844459519631,0.002806625474119695,1.3,-1.52,-0.21999999999999975
1760,2020-09-30,2020,3061.0,1207.42,5.93,4.34,76.5,0,35.48,37.79,34.85,-2.31,0.63,15.47,236.11,254.53,1698.69,1760,-0.020052418337666467,-0.020672358985715178,0.014616100608879634,-0.005621150270429975,-0.99,-0.09999999999999998,2.2299999999999995
1761,2020-10-01,2020,3103.0,1223.28,4.83,4.38,76.5,0,37.06,39.09,35.12,-2.04,1.93,23.31,226.84,260.14,1750.75,1761,0.013627725502967536,0.013049923955959386,0.0,0.043569063415835,0.27,1.2999999999999998,-1.0999999999999996
1762,2020-10-02,2020,3041.0,1199.77,6.07,4.33,75.46,0,36.13,37.49,35.8,-1.36,0.33,17.96,244.95,246.11,1786.69,1762,-0.020182976771014438,-0.01940590396087405,-0.013688026296325262,-0.025414675697664535,0.6799999999999999,-1.5999999999999999,1.2400000000000002
1763,2020-10-05,2020,3074.0,1215.76,5.36,4.28,75.64,0,37.03,37.7,34.14,-0.67,2.88,20.65,227.36,249.32,1755.96,1763,0.010793236421175578,0.013239523886327653,0.002382529254091992,0.024604849765972325,0.6900000000000001,2.55,-0.71
1764,2020-10-06,2020,3023.0,1196.27,5.81,4.46,75.8,0,37.23,37.81,34.53,-0.58,2.7,23.56,225.12,245.99,1823.28,1764,-0.016729929319081904,-0.016161013084674103,0.0021130488580691775,0.005386492959103872,0.09000000000000008,-0.17999999999999972,0.4499999999999993
1765,2020-10-07,2020,3055.0,1209.88,4.05,4.29,76.77,0,37.78,39.33,35.09,-1.55,2.69,22.74,234.88,239.65,1716.45,1765,0.010529876826236517,0.011312798578370753,0.012715646191481689,0.014664974188738356,-0.9700000000000001,-0.010000000000000231,-1.7599999999999998
1766,2020-10-08,2020,3050.0,1208.72,3.62,4.39,75.47,0,37.18,39.84,36.14,-2.66,1.04,24.89,236.42,235.11,1715.75,1766,-0.0016380020042383592,-0.000959232687460343,-0.017078712543030505,-0.016008879780065932,-1.11,-1.65,-0.4299999999999997
1767,2020-10-09,2020,3081.0,1222.14,5.16,4.33,77.86,0,38.31,38.9,36.94,-0.59,1.36,17.64,223.25,237.69,1805.68,1767,0.010112628995210926,0.011041472022518484,0.031177115885532736,0.02993997641925983,2.0700000000000003,0.32000000000000006,1.54
1768,2020-10-12,2020,3017.0,1199.22,5.05,4.33,75.93,0,37.55,40.44,36.92,-2.89,0.62,21.42,244.16,241.2,1719.29,1768,-0.020991259437606047,-0.018932075019598926,-0.025100478957167383,-0.020037580502414,-2.3000000000000003,-0.7400000000000001,-0.11000000000000032
1769,2020-10-13,2020,3152.0,1254.19,3.75,4.39,75.61,0,38.85,39.82,36.9,-0.98,1.94,17.9,220.69,236.76,1776.74,1769,0.04377421181870744,0.0448186004326141,-0.004223313654963867,0.034034698603512936,1.9100000000000001,1.3199999999999998,-1.2999999999999998
1770,2020-10-14,2020,2986.0,1188.76,5.25,4.46,75.88,0,38.86,40.41,37.68,-1.55,1.18,15.67,238.39,223.88,1720.7,1770,-0.054102472878634345,-0.053579198845215004,0.0035645954966350146,0.00025736713563739855,-0.5700000000000001,-0.76,1.5
1771,2020-10-15,2020,3041.0,1211.89,4.1,4.36,74.26,0,40.22,41.43,38.39,-1.21,1.83,17.87,235.71,252.56,1763.75,1771,0.01825170957823019,0.019270377412593298,-0.021580696317879067,0.03439894039521185,0.3400000000000001,0.6500000000000001,-1.1500000000000004
1772,2020-10-16,2020,3041.0,1212.55,3.67,4.3,75.94,0,40.27,40.59,37.91,-0.31,2.37,23.95,226.42,228.85,1679.21,1772,0.0,0.0005444556403162437,0.022371106054722034,0.001242390518857217,0.8999999999999999,0.54,-0.4299999999999997
1773,2020-10-19,2020,3042.0,1215.78,6.1,4.46,74.27,0,40.16,40.55,39.27,-0.39,0.89,24.71,228.23,231.37,1788.8,1773,0.00032878514187295593,0.002660266030479086,-0.02223645312245104,-0.002735299479889264,-0.08000000000000002,-1.48,2.4299999999999997
1774,2020-10-20,2020,3001.0,1200.37,5.17,4.38,75.53,0,40.59,40.59,39.41,-0.0,1.17,19.14,226.15,237.26,1778.93,1774,-0.013569627378871019,-0.012756003520821402,0.0168228266441508,0.01065025546733267,0.39,0.2799999999999999,-0.9299999999999997
1775,2020-10-21,2020,3026.0,1211.18,4.3,4.36,74.59,0,41.13,42.23,38.52,-1.1,2.61,17.54,233.78,235.37,1786.51,1775,0.008296048907935116,0.008965248412841298,-0.012523478358284379,0.013216051391526484,-1.1,1.44,-0.8700000000000001
1776,2020-10-22,2020,2994.0,1199.38,3.53,4.43,74.41,0,40.71,40.16,38.55,0.55,2.16,17.48,224.01,251.06,1806.14,1776,-0.010631329368727904,-0.009790334406101664,-0.002416108557902419,-0.010264019727445284,1.6500000000000001,-0.44999999999999973,-0.77
1777,2020-10-23,2020,3080.0,1234.84,6.21,4.37,75.9,0,41.68,42.34,40.54,-0.67,1.13,20.46,223.87,240.67,1743.34,1777,0.028319310988045743,0.0291366504220667,0.019826342992415036,0.023547634930223715,-1.2200000000000002,-1.0300000000000002,2.68
1778,2020-10-26,2020,2981.0,1197.81,6.24,4.55,74.6,0,41.89,40.66,41.34,1.22,0.54,15.78,227.64,232.85,1712.71,1778,-0.03267078228954823,-0.030446517578593735,-0.017276177191869024,0.005025737513832063,1.8900000000000001,-0.5899999999999999,0.03000000000000025
1779,2020-10-27,2020,2996.0,1204.7,3.93,4.35,73.7,0,40.35,41.42,39.58,-1.07,0.78,24.72,239.81,245.01,1795.49,1779,0.005019250959039212,0.005735683838122618,-0.012137708014424042,-0.03745574024298559,-2.29,0.24,-2.31
1780,2020-10-28,2020,2975.0,1197.13,4.76,4.45,75.13,0,43.22,41.46,41.16,1.77,2.06,21.45,224.61,245.15,1686.36,1780,-0.007034026657381176,-0.006303547766465911,0.019217147185777606,0.06871195636278227,2.84,1.28,0.8299999999999996
1781,2020-10-29,2020,2967.0,1195.03,5.57,4.39,73.77,0,42.05,41.88,41.97,0.17,0.08,17.07,223.73,230.82,1773.07,1781,-0.002692697688908119,-0.0017557358533348832,-0.01826780148485785,-0.02744396465978305,-1.6,-1.98,0.8100000000000005
